time,P,G(i),H_sun,T2m,WS10m,Int
20060617:0511,682.7,98.95,20.82,16.42,1.38,0.0
20060617:0611,2725.4,347.9,29.63,17.18,1.72,0.0
20060617:0711,2227.5,286.47,38.42,19.43,1.45,0.0
20060617:0811,3838.2,487.42,46.71,19.48,1.1,0.0
20060617:0911,2545.2,327.39,53.77,19.69,0.83,0.0
20060617:1011,2185.5,283.47,58.45,20.0,0.9,0.0
20060617:1111,1093.8,150.41,59.48,20.04,1.17,0.0
20060617:1211,629.1,93.65,56.5,19.97,1.66,0.0
20060617:1311,1061.0,145.68,50.47,19.61,2.69,0.0
20060617:1411,1547.6,202.62,42.68,18.5,3.31,0.0
20060617:1511,311.1,52.97,34.07,17.86,3.52,0.0
20060617:1611,888.9,123.74,25.22,17.18,2.9,0.0
20060617:1711,334.8,55.81,16.54,16.78,2.69,0.0
20060617:1811,220.0,40.73,8.38,16.35,2.48,0.0
20060617:1911,0.0,0.0,0.0,15.59,2.21,0.0
20060617:2011,0.0,0.0,0.0,14.61,1.93,0.0
20060617:2111,0.0,0.0,0.0,13.97,1.86,0.0
20060617:2211,0.0,0.0,0.0,13.72,1.86,0.0
20060617:2311,0.0,0.0,0.0,13.44,1.93,0.0
20060618:0011,0.0,0.0,0.0,12.95,2.07,0.0
20060618:0111,0.0,0.0,0.0,12.52,2.21,0.0
20060618:0211,0.0,0.0,0.0,12.41,2.14,0.0
20060618:0311,0.0,3.62,4.58,12.14,2.07,0.0
20060618:0411,32.7,12.67,12.36,12.66,2.48,0.0
20060618:0511,113.2,25.54,20.81,13.77,3.31,0.0
20060618:0611,709.6,101.22,29.62,15.0,3.31,0.0
20060618:0711,2326.6,291.61,38.41,15.52,2.69,0.0
20060618:0811,1484.4,193.93,46.71,16.74,2.69,0.0
20060618:0911,4571.9,570.64,53.77,17.5,2.28,0.0
20060618:1011,3872.2,484.62,58.46,17.59,2.07,0.0
20060618:1111,1241.0,166.49,59.51,18.32,2.21,0.0
20060618:1211,1870.5,241.22,56.54,18.11,2.48,0.0
20060618:1311,1361.8,180.68,50.51,18.45,2.97,0.0
20060618:1411,2136.4,272.87,42.73,18.67,3.03,0.0
20060618:1511,946.5,131.49,34.12,18.92,2.9,0.0
20060618:1611,1556.1,206.76,25.27,19.01,2.9,0.0
20060618:1711,821.0,122.46,16.59,18.83,2.28,0.0
20060618:1811,264.7,47.06,8.43,18.4,1.59,0.0
20060618:1911,0.0,0.0,0.0,17.26,1.52,0.0
20060618:2011,0.0,0.0,0.0,15.92,0.97,0.0
20060618:2111,0.0,0.0,0.0,16.1,0.28,0.0
20060618:2211,0.0,0.0,0.0,15.25,0.9,0.0
20060618:2311,0.0,0.0,0.0,12.44,1.66,0.0
20060619:0011,0.0,0.0,0.0,11.72,1.86,0.0
20060619:0111,0.0,0.0,0.0,11.58,2.07,0.0
20060619:0211,0.0,0.0,0.0,11.62,2.07,0.0
20060619:0311,0.0,3.62,4.57,11.68,1.93,0.0
20060619:0411,527.8,78.74,12.34,12.7,1.59,0.0
20060619:0511,1367.3,193.06,20.79,15.59,1.38,0.0
20060619:0611,2795.1,357.57,29.6,17.55,1.72,0.0
20060619:0711,4316.4,542.02,38.39,18.71,1.86,0.0
20060619:0811,5294.7,669.62,46.69,20.32,2.41,0.0
20060619:0911,6397.6,820.42,53.76,21.56,2.83,0.0
20060619:1011,7346.3,955.87,58.47,22.55,3.1,0.0
20060619:1111,6205.8,801.31,59.53,23.4,3.17,0.0
20060619:1211,7093.4,926.5,56.57,24.19,3.17,0.0
20060619:1311,6558.6,850.99,50.56,24.75,3.17,0.0
20060619:1411,5625.3,723.09,42.77,25.14,3.17,0.0
20060619:1511,3981.6,513.83,34.16,25.32,3.24,0.0
20060619:1611,2229.9,312.17,25.31,25.16,3.03,0.0
20060619:1711,622.9,120.8,16.64,24.44,2.9,0.0
20060619:1811,258.6,47.06,8.47,23.07,3.24,0.0
20060619:1911,0.0,0.0,0.0,21.51,3.45,0.0
20060619:2011,0.0,0.0,0.0,20.47,3.72,0.0
20060619:2111,0.0,0.0,0.0,19.71,3.79,0.0
20060619:2211,0.0,0.0,0.0,19.13,3.93,0.0
20060619:2311,0.0,0.0,0.0,19.04,4.0,0.0
20060620:0011,0.0,0.0,0.0,18.73,3.66,0.0
20060620:0111,0.0,0.0,0.0,18.45,3.45,0.0
20060620:0211,0.0,0.0,0.0,18.14,3.03,0.0
20060620:0311,26.8,11.77,4.56,17.8,2.62,0.0
20060620:0411,507.6,77.84,12.32,17.83,2.21,0.0
20060620:0511,682.7,99.89,20.77,18.84,1.79,0.0
20060620:0611,923.9,129.6,29.58,20.05,2.0,0.0
20060620:0711,1436.1,191.21,38.37,20.6,3.17,0.0
20060620:0811,5120.3,645.11,46.68,21.25,3.24,0.0
20060620:0911,5264.2,670.24,53.75,22.13,2.97,0.0
20060620:1011,7495.8,981.49,58.47,23.05,2.97,0.0
20060620:1111,7808.3,1036.11,59.55,23.63,2.62,0.0
20060620:1211,7558.7,1015.82,56.6,24.21,1.79,0.0
20060620:1311,6599.3,877.0,50.59,24.59,1.52,0.0
20060620:1411,5477.7,715.44,42.81,24.82,1.59,0.0
20060620:1511,3898.9,509.45,34.2,24.72,1.31,0.0
20060620:1611,2200.8,308.45,25.35,24.57,1.31,0.0
20060620:1711,431.0,70.0,16.68,23.89,1.86,0.0
20060620:1811,77.4,20.82,8.51,22.81,2.21,0.0
20060620:1911,0.0,0.0,0.0,20.75,2.62,0.0
20060620:2011,0.0,0.0,0.0,19.83,2.83,0.0
20060620:2111,0.0,0.0,0.0,19.36,3.1,0.0
20060620:2211,0.0,0.0,0.0,19.03,3.1,0.0
20060620:2311,0.0,0.0,0.0,18.76,3.17,0.0
20060621:0011,0.0,0.0,0.0,18.82,3.24,0.0
20060621:0111,0.0,0.0,0.0,18.83,3.17,0.0
20060621:0211,0.0,0.0,0.0,18.87,3.17,0.0
20060621:0311,0.0,3.62,4.54,18.92,2.9,0.0
20060621:0411,67.9,19.01,12.3,19.02,2.34,0.0
20060621:0511,1277.6,180.04,20.75,19.47,2.28,0.0
20060621:0611,2762.2,356.23,29.55,20.22,2.69,0.0
20060621:0711,3598.6,455.42,38.34,22.23,3.38,0.0
20060621:0811,5928.1,755.37,46.65,23.04,3.38,0.0
20060621:0911,6366.5,820.19,53.74,24.37,3.72,0.0
20060621:1011,7268.5,946.16,58.47,25.41,4.28,0.0
20060621:1111,6770.9,879.84,59.56,25.79,4.28,0.0
20060621:1211,4136.6,530.37,56.62,26.02,4.62,0.0
20060621:1311,4326.1,553.68,50.62,26.04,4.55,0.0
20060621:1411,4499.3,574.57,42.85,25.49,4.0,0.0
20060621:1511,2829.6,365.06,34.24,24.03,3.24,0.0
20060621:1611,1631.6,218.99,25.39,21.61,2.76,0.0
20060621:1711,799.8,129.36,16.71,20.28,1.03,0.0
20060621:1811,269.1,47.97,8.54,20.11,1.52,0.0
20060621:1911,0.0,0.0,0.0,20.09,0.76,0.0
20060621:2011,0.0,0.0,0.0,19.11,1.45,0.0
20060621:2111,0.0,0.0,0.0,18.53,2.14,0.0
20060621:2211,0.0,0.0,0.0,18.21,2.62,0.0
20060621:2311,0.0,0.0,0.0,18.02,2.14,0.0
20060622:0011,0.0,0.0,0.0,17.81,2.07,0.0
20060622:0111,0.0,0.0,0.0,17.7,2.21,0.0
20060622:0211,0.0,0.0,0.0,17.51,2.28,0.0
20060622:0311,0.0,3.62,4.51,17.5,2.28,0.0
20060622:0411,31.6,12.67,12.27,17.55,2.21,0.0
20060622:0511,224.5,41.62,20.71,18.09,2.14,0.0
20060622:0611,1758.2,229.39,29.52,19.09,2.48,0.0
20060622:0711,1689.9,221.99,38.31,20.15,1.86,0.0
20060622:0811,3440.9,438.1,46.62,21.29,1.93,0.0
20060622:0911,4022.1,511.75,53.71,22.02,2.55,0.0
20060622:1011,6270.9,806.77,58.45,22.69,3.17,0.0
20060622:1111,4625.9,587.06,59.56,22.76,3.72,0.0
20060622:1211,6013.9,764.97,56.64,23.04,4.28,0.0
20060622:1311,4194.5,528.33,50.64,22.83,4.69,0.0
20060622:1411,5461.8,683.94,42.87,22.5,4.83,0.0
20060622:1511,602.0,90.81,34.27,22.02,4.48,0.0
20060622:1611,573.0,87.03,25.42,21.36,3.59,0.0
20060622:1711,833.2,127.55,16.74,20.74,2.55,0.0
20060622:1811,228.9,42.54,8.57,20.07,2.41,0.0
20060622:1911,0.0,0.0,0.0,19.0,1.93,0.0
20060622:2011,0.0,0.0,0.0,18.17,1.72,0.0
20060622:2111,0.0,0.0,0.0,17.26,1.79,0.0
20060622:2211,0.0,0.0,0.0,16.42,1.72,0.0
20060622:2311,0.0,0.0,0.0,15.8,1.72,0.0
20060623:0011,0.0,0.0,0.0,15.25,1.79,0.0
20060623:0111,0.0,0.0,0.0,14.56,1.52,0.0
20060623:0211,0.0,0.0,0.0,13.69,0.97,0.0
20060623:0311,0.0,3.62,4.48,13.21,0.97,0.0
20060623:0411,279.0,47.97,12.23,13.12,1.17,0.0
20060623:0511,1341.6,187.54,20.68,14.93,1.93,0.0
20060623:0611,2903.4,366.4,29.48,15.57,2.69,0.0
20060623:0711,3570.1,440.81,38.28,16.07,2.62,0.0
20060623:0811,6171.0,768.67,46.59,17.03,2.76,0.0
20060623:0911,5510.8,686.85,53.68,17.74,3.03,0.0
20060623:1011,5067.3,631.23,58.43,18.62,3.59,0.0
20060623:1111,5427.5,678.19,59.55,19.28,3.86,0.0
20060623:1211,4692.4,586.03,56.65,19.54,3.66,0.0
20060623:1311,4645.4,579.79,50.66,19.64,3.52,0.0
20060623:1411,4419.5,550.17,42.9,19.42,3.38,0.0
20060623:1511,2139.7,273.69,34.29,18.99,3.1,0.0
20060623:1611,1020.4,140.41,25.44,18.76,3.03,0.0
20060623:1711,812.8,119.21,16.76,18.33,2.34,0.0
20060623:1811,79.7,20.82,8.59,17.72,1.66,0.0
20060623:1911,0.0,0.0,0.0,16.36,1.52,0.0
20060623:2011,0.0,0.0,0.0,14.93,1.45,0.0
20060623:2111,0.0,0.0,0.0,13.97,1.31,0.0
20060623:2211,0.0,0.0,0.0,13.3,1.24,0.0
20060623:2311,0.0,0.0,0.0,12.34,1.45,0.0
20060624:0011,0.0,0.0,0.0,11.81,1.52,0.0
20060624:0111,0.0,0.0,0.0,11.41,1.52,0.0
20060624:0211,0.0,0.0,0.0,10.95,1.59,0.0
20060624:0311,0.0,3.62,4.44,10.94,1.59,0.0
20060624:0411,32.9,12.67,12.19,11.78,1.38,0.0
20060624:0511,207.1,38.79,20.63,14.75,1.24,0.0
20060624:0611,1277.7,170.06,29.44,16.66,1.45,0.0
20060624:0711,3839.7,481.25,38.23,17.96,1.66,0.0
20060624:0811,5995.1,767.54,46.55,18.84,1.31,0.0
20060624:0911,5398.3,692.49,53.65,19.25,1.17,0.0
20060624:1011,4955.7,636.71,58.41,19.89,1.1,0.0
20060624:1111,6788.3,898.81,59.54,20.46,1.03,0.0
20060624:1211,4847.2,626.38,56.65,20.74,0.9,0.0
20060624:1311,5194.2,674.84,50.67,21.09,0.76,0.0
20060624:1411,4066.1,522.01,42.91,21.15,0.83,0.0
20060624:1511,3632.3,465.46,34.31,20.99,1.31,0.0
20060624:1611,2229.8,303.37,25.46,20.6,1.79,0.0
20060624:1711,696.5,125.76,16.78,20.24,2.07,0.0
20060624:1811,283.8,49.78,8.6,19.52,2.34,0.0
20060624:1911,0.0,0.0,0.0,18.1,2.62,0.0
20060624:2011,0.0,0.0,0.0,17.51,2.55,0.0
20060624:2111,0.0,0.0,0.0,17.2,2.55,0.0
20060624:2211,0.0,0.0,0.0,16.9,2.69,0.0
20060624:2311,0.0,0.0,0.0,16.85,2.9,0.0
20060625:0011,0.0,0.0,0.0,16.66,2.9,0.0
20060625:0111,0.0,0.0,0.0,16.65,2.9,0.0
20060625:0211,0.0,0.0,0.0,16.62,3.03,0.0
20060625:0311,92.0,22.63,4.39,16.57,3.24,0.0
20060625:0411,128.5,28.06,12.14,16.74,3.38,0.0
20060625:0511,1339.0,192.61,20.59,17.72,3.38,0.0
20060625:0611,2958.6,377.95,29.39,18.43,3.24,0.0
20060625:0711,4703.3,585.85,38.19,20.36,4.0,0.0
20060625:0811,6093.1,767.6,46.5,21.87,4.07,0.0
20060625:0911,7105.5,912.44,53.61,23.35,4.07,0.0
20060625:1011,7705.4,1005.61,58.38,24.56,4.0,0.0
20060625:1111,7693.1,1010.47,59.52,25.78,4.07,0.0
20060625:1211,7561.6,994.04,56.64,26.61,4.07,0.0
20060625:1311,6290.2,818.48,50.68,27.17,3.93,0.0
20060625:1411,5080.4,655.17,42.92,27.4,4.0,0.0
20060625:1511,3780.2,490.08,34.32,27.25,4.07,0.0
20060625:1611,2029.7,279.35,25.47,26.68,3.72,0.0
20060625:1711,770.6,130.55,16.79,25.87,3.79,0.0
20060625:1811,290.2,51.59,8.61,24.53,4.34,0.0
20060625:1911,0.0,0.0,0.0,22.79,4.14,0.0
20060625:2011,0.0,0.0,0.0,21.89,4.21,0.0
20060625:2111,0.0,0.0,0.0,21.07,4.14,0.0
20060625:2211,0.0,0.0,0.0,20.5,4.14,0.0
20060625:2311,0.0,0.0,0.0,20.1,4.14,0.0
20060626:0011,0.0,0.0,0.0,19.86,4.28,0.0
20060626:0111,0.0,0.0,0.0,19.61,4.21,0.0
20060626:0211,0.0,0.0,0.0,19.39,4.14,0.0
20060626:0311,0.0,5.43,4.34,19.35,3.66,0.0
20060626:0411,31.2,12.67,12.09,19.56,3.59,0.0
20060626:0511,1120.9,156.68,20.53,20.39,3.79,0.0
20060626:0611,556.8,85.14,29.34,21.77,4.0,0.0
20060626:0711,1040.7,144.73,38.13,22.33,3.59,0.0
20060626:0811,1400.7,189.2,46.45,23.76,4.34,0.0
20060626:0911,4880.3,622.91,53.56,25.52,4.76,0.0
20060626:1011,4272.8,549.3,58.34,26.08,4.21,0.0
20060626:1111,6506.7,846.13,59.5,25.62,3.86,0.0
20060626:1211,4166.3,535.7,56.63,25.0,3.24,0.0
20060626:1311,5778.1,750.0,50.68,25.39,2.9,0.0
20060626:1411,5350.9,694.24,42.93,25.95,2.55,0.0
20060626:1511,3821.5,497.11,34.33,26.58,2.9,0.0
20060626:1611,2164.2,299.42,25.48,25.72,3.03,0.0
20060626:1711,606.4,122.48,16.8,24.34,1.66,0.0
20060626:1811,211.1,40.73,8.62,23.69,0.21,0.0
20060626:1911,0.0,0.0,0.0,22.87,2.48,0.0
20060626:2011,0.0,0.0,0.0,21.99,2.76,0.0
20060626:2111,0.0,0.0,0.0,21.04,2.55,0.0
20060626:2211,0.0,0.0,0.0,20.11,2.21,0.0
20060626:2311,0.0,0.0,0.0,19.21,2.07,0.0
20060627:0011,0.0,0.0,0.0,18.52,2.07,0.0
20060627:0111,0.0,0.0,0.0,17.91,2.41,0.0
20060627:0211,0.0,0.0,0.0,17.72,2.69,0.0
20060627:0311,17.8,9.96,4.29,17.62,2.9,0.0
20060627:0411,478.0,74.22,12.04,18.13,2.83,0.0
20060627:0511,1310.0,200.14,20.48,19.36,2.62,0.0
20060627:0611,3029.4,391.3,29.28,20.75,3.66,0.0
20060627:0711,4828.2,604.68,38.08,21.93,4.34,0.0
20060627:0811,4252.6,533.86,46.39,22.72,4.97,0.0
20060627:0911,6602.3,834.87,53.51,23.27,5.45,0.0
20060627:1011,6496.9,825.01,58.29,23.6,5.38,0.0
20060627:1111,4778.3,604.55,59.46,23.96,5.31,0.0
20060627:1211,4540.6,574.55,56.61,24.14,5.31,0.0
20060627:1311,6237.5,792.99,50.67,24.06,4.76,0.0
20060627:1411,5092.2,643.85,42.93,23.79,4.28,0.0
20060627:1511,3061.3,392.3,34.33,23.64,3.72,0.0
20060627:1611,1880.9,253.5,25.49,23.17,3.17,0.0
20060627:1711,669.8,125.71,16.8,22.44,2.76,0.0
20060627:1811,247.3,45.25,8.61,21.4,2.28,0.0
20060627:1911,0.0,0.0,0.0,19.06,2.34,0.0
20060627:2011,0.0,0.0,0.0,17.84,2.14,0.0
20060627:2111,0.0,0.0,0.0,16.97,1.86,0.0
20060627:2211,0.0,0.0,0.0,16.51,1.59,0.0
20060627:2311,0.0,0.0,0.0,16.27,1.24,0.0
20060628:0011,0.0,0.0,0.0,16.04,1.1,0.0
20060628:0111,0.0,0.0,0.0,15.55,0.9,0.0
20060628:0211,0.0,0.0,0.0,15.94,0.28,0.0
20060628:0311,0.0,2.72,4.23,15.35,0.62,0.0
20060628:0411,438.6,68.78,11.97,15.72,0.55,0.0
20060628:0511,1318.1,189.75,20.41,16.54,0.9,0.0
20060628:0611,2142.7,274.43,29.21,16.94,2.07,0.0
20060628:0711,4099.0,508.6,38.01,17.7,2.76,0.0
20060628:0811,4447.3,551.77,46.33,18.25,3.17,0.0
20060628:0911,6510.6,817.46,53.45,18.65,3.45,0.0
20060628:1011,6560.6,824.22,58.24,18.99,3.86,0.0
20060628:1111,5233.3,652.76,59.42,19.4,4.07,0.0
20060628:1211,6356.3,797.52,56.59,19.55,4.07,0.0
20060628:1311,5465.0,681.13,50.66,19.53,3.93,0.0
20060628:1411,4413.4,547.47,42.92,19.23,3.79,0.0
20060628:1511,3132.4,392.5,34.33,19.08,3.79,0.0
20060628:1611,2172.3,287.72,25.48,18.51,3.72,0.0
20060628:1711,791.2,130.33,16.79,17.65,3.45,0.0
20060628:1811,246.7,44.35,8.6,16.73,2.9,0.0
20060628:1911,0.0,0.0,0.0,15.38,2.48,0.0
20060628:2011,0.0,0.0,0.0,14.47,1.93,0.0
20060628:2111,0.0,0.0,0.0,13.85,1.59,0.0
20060628:2211,0.0,0.0,0.0,13.1,1.17,0.0
20060628:2311,0.0,0.0,0.0,12.57,0.97,0.0
20060629:0011,0.0,0.0,0.0,12.38,0.97,0.0
20060629:0111,0.0,0.0,0.0,12.12,1.03,0.0
20060629:0211,0.0,0.0,0.0,11.96,1.17,0.0
20060629:0311,0.0,2.72,4.16,11.92,1.17,0.0
20060629:0411,32.6,12.67,11.91,12.97,1.1,0.0
20060629:0511,106.5,24.6,20.35,13.97,1.24,0.0
20060629:0611,451.3,70.0,29.15,14.86,1.86,0.0
20060629:0711,1065.0,143.79,37.95,15.48,2.0,0.0
20060629:0811,2140.2,271.23,46.27,15.97,1.93,0.0
20060629:0911,3023.8,379.41,53.38,16.45,1.38,0.0
20060629:1011,2635.8,333.4,58.18,16.95,1.31,0.0
20060629:1111,2243.7,286.32,59.38,17.25,1.31,0.0
20060629:1211,1502.3,197.71,56.56,17.64,1.17,0.0
20060629:1311,1889.6,244.32,50.64,18.17,1.59,0.0
20060629:1411,1377.6,182.57,42.91,18.11,2.28,0.0
20060629:1511,1053.8,143.79,34.32,17.91,2.62,0.0
20060629:1611,1011.1,138.55,25.47,17.51,3.1,0.0
20060629:1711,692.0,101.06,16.78,17.06,3.17,0.0
20060629:1811,295.1,50.68,8.59,16.65,2.69,0.0
20060629:1911,0.0,0.0,0.0,15.31,2.9,0.0
20060629:2011,0.0,0.0,0.0,14.76,2.48,0.0
20060629:2111,0.0,0.0,0.0,14.46,2.34,0.0
20060629:2211,0.0,0.0,0.0,13.97,2.34,0.0
20060629:2311,0.0,0.0,0.0,13.79,2.48,0.0
20060630:0011,0.0,0.0,0.0,13.46,2.41,0.0
20060630:0111,0.0,0.0,0.0,13.11,2.21,0.0
20060630:0211,0.0,0.0,0.0,12.82,2.14,0.0
20060630:0311,0.0,2.72,4.09,12.44,2.07,0.0
20060630:0411,244.9,43.44,11.83,12.63,1.86,0.0
20060630:0511,237.2,42.57,20.27,13.51,2.14,0.0
20060630:0611,942.1,128.65,29.07,14.61,2.62,0.0
20060630:0711,1850.3,235.77,37.87,16.09,3.52,0.0
20060630:0811,2832.9,352.29,46.19,16.96,3.86,0.0
20060630:0911,2973.0,370.6,53.31,17.65,3.86,0.0
20060630:1011,3838.5,477.12,58.11,18.35,3.72,0.0
20060630:1111,4246.9,528.79,59.32,18.88,3.72,0.0
20060630:1211,3442.8,431.35,56.52,19.6,3.72,0.0
20060630:1311,3916.9,489.23,50.61,20.0,3.86,0.0
20060630:1411,3559.4,445.07,42.89,20.19,3.86,0.0
20060630:1511,2498.7,318.07,34.31,20.08,3.31,0.0
20060630:1611,1484.6,198.55,25.46,19.91,2.41,0.0
20060630:1711,739.7,108.78,16.76,19.58,2.21,0.0
20060630:1811,243.5,44.35,8.57,19.1,2.28,0.0
20060630:1911,0.0,0.0,0.0,18.28,2.69,0.0
20060630:2011,0.0,0.0,0.0,17.48,2.62,0.0
20060630:2111,0.0,0.0,0.0,16.51,2.76,0.0
20060630:2211,0.0,0.0,0.0,15.77,2.62,0.0
20060630:2311,0.0,0.0,0.0,15.21,2.41,0.0
20060701:0011,0.0,0.0,0.0,14.88,2.28,0.0
20060701:0111,0.0,0.0,0.0,14.73,2.21,0.0
20060701:0211,0.0,0.0,0.0,14.6,2.07,0.0
20060701:0311,81.3,20.82,4.01,14.47,2.14,0.0
20060701:0411,208.1,38.92,11.76,14.87,2.14,0.0
20060701:0511,1183.2,163.9,20.2,15.83,2.07,0.0
20060701:0611,2731.4,348.86,29.0,17.21,2.28,0.0
20060701:0711,4199.8,526.16,37.8,19.0,2.28,0.0
20060701:0811,5780.2,734.43,46.12,20.75,2.41,0.0
20060701:0911,5890.6,754.55,53.24,22.13,2.76,0.0
20060701:1011,6282.5,807.75,58.04,23.17,3.45,0.0
20060701:1111,6264.3,803.72,59.26,23.47,3.86,0.0
20060701:1211,6868.4,885.15,56.47,23.61,3.86,0.0
20060701:1311,5970.3,763.42,50.58,23.83,3.72,0.0
20060701:1411,4913.3,624.24,42.87,23.9,3.59,0.0
20060701:1511,3650.2,466.9,34.29,23.89,3.52,0.0
20060701:1611,2217.8,303.46,25.44,23.52,3.45,0.0
20060701:1711,633.9,124.11,16.74,22.88,3.03,0.0
20060701:1811,287.7,50.68,8.54,21.54,2.62,0.0
20060701:1911,0.0,0.0,0.0,20.08,2.76,0.0
20060701:2011,0.0,0.0,0.0,18.66,2.69,0.0
20060701:2111,0.0,0.0,0.0,17.56,2.62,0.0
20060701:2211,0.0,0.0,0.0,16.67,2.62,0.0
20060701:2311,0.0,0.0,0.0,15.92,2.62,0.0
20060702:0011,0.0,0.0,0.0,15.27,2.69,0.0
20060702:0111,0.0,0.0,0.0,14.79,2.69,0.0
20060702:0211,0.0,0.0,0.0,14.35,2.69,0.0
20060702:0311,58.7,17.2,3.93,13.98,2.55,0.0
20060702:0411,362.6,58.83,11.68,14.39,2.28,0.0
20060702:0511,1267.8,195.34,20.12,16.12,1.93,0.0
20060702:0611,3061.2,395.36,28.92,18.42,2.07,0.0
20060702:0711,4702.9,592.27,37.71,20.22,2.41,0.0
20060702:0811,6111.9,780.02,46.03,21.85,2.69,0.0
20060702:0911,5106.2,651.64,53.15,22.95,3.03,0.0
20060702:1011,5901.4,757.15,57.96,23.61,3.59,0.0
20060702:1111,4910.5,627.01,59.2,23.79,3.66,0.0
20060702:1211,4626.3,589.95,56.42,23.86,3.66,0.0
20060702:1311,6374.2,817.51,50.54,23.93,3.72,0.0
20060702:1411,3102.9,397.0,42.84,23.93,3.66,0.0
20060702:1511,3739.9,478.33,34.26,23.61,3.24,0.0
20060702:1611,2242.2,307.41,25.41,23.54,3.31,0.0
20060702:1711,674.1,126.09,16.71,22.86,2.62,0.0
20060702:1811,253.3,46.16,8.51,21.91,2.34,0.0
20060702:1911,0.0,0.0,0.0,20.61,2.76,0.0
20060702:2011,0.0,0.0,0.0,19.2,2.97,0.0
20060702:2111,0.0,0.0,0.0,18.24,3.03,0.0
20060702:2211,0.0,0.0,0.0,17.42,2.9,0.0
20060702:2311,0.0,0.0,0.0,16.72,2.76,0.0
20060703:0011,0.0,0.0,0.0,16.13,2.69,0.0
20060703:0111,0.0,0.0,0.0,15.65,2.62,0.0
20060703:0211,0.0,0.0,0.0,15.11,2.48,0.0
20060703:0311,9.8,8.15,3.84,14.65,2.28,0.0
20060703:0411,441.3,68.78,11.59,14.93,2.0,0.0
20060703:0511,1270.2,192.78,20.03,16.85,1.86,0.0
20060703:0611,3003.7,388.49,28.83,18.85,2.14,0.0
20060703:0711,4673.8,591.58,37.63,20.73,2.14,0.0
20060703:0811,6024.7,774.67,45.95,22.09,2.14,0.0
20060703:0911,6967.9,909.16,53.07,23.53,2.69,0.0
20060703:1011,7495.9,978.98,57.88,24.22,3.59,0.0
20060703:1111,7737.0,1011.69,59.12,24.61,3.93,0.0
20060703:1211,7546.9,984.01,56.36,24.84,3.93,0.0
20060703:1311,6823.4,881.79,50.5,24.95,3.79,0.0
20060703:1411,5583.0,713.35,42.8,24.96,3.72,0.0
20060703:1511,4140.0,530.67,34.23,24.77,3.72,0.0
20060703:1611,2284.5,315.53,25.38,24.29,3.59,0.0
20060703:1711,650.0,124.85,16.68,23.56,3.17,0.0
20060703:1811,239.5,44.35,8.47,22.38,2.9,0.0
20060703:1911,0.0,0.0,0.0,20.65,2.83,0.0
20060703:2011,0.0,0.0,0.0,19.19,2.76,0.0
20060703:2111,0.0,0.0,0.0,18.05,2.76,0.0
20060703:2211,0.0,0.0,0.0,17.11,2.76,0.0
20060703:2311,0.0,0.0,0.0,16.33,2.76,0.0
20060704:0011,0.0,0.0,0.0,15.7,2.76,0.0
20060704:0111,0.0,0.0,0.0,15.14,2.69,0.0
20060704:0211,0.0,0.0,0.0,14.63,2.69,0.0
20060704:0311,47.8,15.39,3.75,14.2,2.62,0.0
20060704:0411,348.0,57.02,11.5,14.6,2.48,0.0
20060704:0511,1240.7,193.3,19.94,16.37,2.28,0.0
20060704:0611,3054.8,394.4,28.74,18.72,2.55,0.0
20060704:0711,4680.5,589.91,37.54,20.51,2.48,0.0
20060704:0811,6045.2,774.12,45.86,22.28,2.55,0.0
20060704:0911,7037.0,913.86,52.97,23.58,3.1,0.0
20060704:1011,7662.6,1003.73,57.79,24.46,3.59,0.0
20060704:1111,7740.5,1017.95,59.04,25.19,3.72,0.0
20060704:1211,7449.7,978.42,56.3,25.74,3.66,0.0
20060704:1311,6768.4,881.49,50.45,26.09,3.59,0.0
20060704:1411,5539.5,713.07,42.76,26.25,3.59,0.0
20060704:1511,4090.0,528.63,34.19,26.2,3.52,0.0
20060704:1611,2256.4,314.17,25.34,25.89,3.31,0.0
20060704:1711,672.0,126.35,16.64,25.19,2.9,0.0
20060704:1811,250.8,46.16,8.43,23.85,2.76,0.0
20060704:1911,0.0,0.0,0.0,21.96,2.97,0.0
20060704:2011,0.0,0.0,0.0,20.65,3.1,0.0
20060704:2111,0.0,0.0,0.0,19.69,3.03,0.0
20060704:2211,0.0,0.0,0.0,18.89,2.97,0.0
20060704:2311,0.0,0.0,0.0,18.21,2.9,0.0
20060705:0011,0.0,0.0,0.0,17.59,2.9,0.0
20060705:0111,0.0,0.0,0.0,17.02,2.9,0.0
20060705:0211,0.0,0.0,0.0,16.45,2.83,0.0
20060705:0311,27.2,11.77,3.65,15.85,2.62,0.0
20060705:0411,402.8,64.26,11.4,15.98,2.34,0.0
20060705:0511,1240.4,190.29,19.84,17.68,2.0,0.0
20060705:0611,2953.8,384.77,28.65,20.31,2.21,0.0
20060705:0711,4575.4,583.01,37.44,22.75,2.48,0.0
20060705:0811,5917.7,768.82,45.76,24.59,2.28,0.0
20060705:0911,6803.9,907.14,52.87,26.12,2.07,0.0
20060705:1011,7328.9,991.4,57.69,27.18,2.21,0.0
20060705:1111,7229.2,979.61,58.96,27.8,2.28,0.0
20060705:1211,6708.1,902.46,56.23,28.52,2.41,0.0
20060705:1311,6183.3,823.81,50.39,28.93,2.55,0.0
20060705:1411,5174.0,680.12,42.71,29.12,2.76,0.0
20060705:1511,3871.0,509.41,34.15,29.12,2.97,0.0
