time,P,G(i),H_sun,T2m,WS10m,Int
20070409:0911,820.2,110.68,39.09,7.61,5.79,0.0
20070409:1011,836.6,112.57,42.88,7.66,5.79,0.0
20070409:1111,810.0,109.73,43.74,8.13,6.07,0.0
20070409:1211,790.1,107.84,41.49,8.91,5.52,0.0
20070409:1311,674.5,94.6,36.55,9.22,5.66,0.0
20070409:1411,1015.4,133.38,29.7,8.83,6.9,0.0
20070409:1511,827.1,112.04,21.64,8.93,6.41,0.0
20070409:1611,619.5,89.44,12.96,8.46,6.55,0.0
20070409:1711,33.8,12.67,4.11,7.99,5.59,0.0
20070409:1811,0.0,0.0,0.0,7.42,5.24,0.0
20070409:1911,0.0,0.0,0.0,7.26,4.97,0.0
20070409:2011,0.0,0.0,0.0,7.07,4.97,0.0
20070409:2111,0.0,0.0,0.0,6.88,4.69,0.0
20070409:2211,0.0,0.0,0.0,6.68,4.28,0.0
20070409:2311,0.0,0.0,0.0,6.55,4.0,0.0
20070410:0011,0.0,0.0,0.0,6.56,3.93,0.0
20070410:0111,0.0,0.0,0.0,6.57,4.34,0.0
20070410:0211,0.0,0.0,0.0,6.53,4.62,0.0
20070410:0311,0.0,0.0,0.0,6.4,4.48,0.0
20070410:0411,0.0,0.0,0.0,6.21,4.41,0.0
20070410:0511,344.1,57.83,8.47,6.19,4.34,0.0
20070410:0611,195.0,35.95,17.3,6.36,4.28,0.0
20070410:0711,390.5,60.54,25.76,7.29,3.72,0.0
20070410:0811,556.5,80.41,33.37,7.9,4.83,0.0
20070410:0911,653.1,91.76,39.46,8.1,4.48,0.0
20070410:1011,618.9,87.98,43.26,8.87,5.93,0.0
20070410:1111,2423.8,291.56,44.11,8.8,6.07,0.0
20070410:1211,713.1,99.33,41.83,9.95,6.28,0.0
20070410:1311,622.6,88.92,36.86,10.38,6.48,0.0
20070410:1411,1457.6,184.22,29.98,10.12,5.86,0.0
20070410:1511,774.6,106.34,21.9,9.63,5.93,0.0
20070410:1611,103.1,23.65,13.21,9.03,5.38,0.0
20070410:1711,0.0,2.84,4.36,8.54,4.55,0.0
20070410:1811,0.0,0.0,0.0,8.11,4.0,0.0
20070410:1911,0.0,0.0,0.0,7.89,3.52,0.0
20070410:2011,0.0,0.0,0.0,7.79,3.66,0.0
20070410:2111,0.0,0.0,0.0,7.65,3.66,0.0
20070410:2211,0.0,0.0,0.0,7.42,3.52,0.0
20070410:2311,0.0,0.0,0.0,7.24,3.59,0.0
20070411:0011,0.0,0.0,0.0,6.9,3.52,0.0
20070411:0111,0.0,0.0,0.0,6.52,3.59,0.0
20070411:0211,0.0,0.0,0.0,6.01,3.59,0.0
20070411:0311,0.0,0.0,0.0,5.55,3.79,0.0
20070411:0411,0.0,0.0,0.0,5.49,4.07,0.0
20070411:0511,323.7,53.86,8.81,6.11,4.28,0.0
20070411:0611,896.2,119.73,17.64,6.99,5.03,0.0
20070411:0711,1271.4,162.18,26.11,8.34,4.9,0.0
20070411:0811,2123.3,258.48,33.73,9.57,5.52,0.0
20070411:0911,2723.5,327.59,39.83,10.52,5.45,0.0
20070411:1011,4304.6,511.35,43.64,11.59,5.45,0.0
20070411:1111,4069.9,485.64,44.47,12.61,5.93,0.0
20070411:1211,5629.1,672.02,42.17,13.7,6.28,0.0
20070411:1311,3841.6,461.15,37.17,14.59,6.55,0.0
20070411:1411,3268.7,395.23,30.26,14.78,6.14,0.0
20070411:1511,3067.1,378.12,22.17,14.46,5.31,0.0
20070411:1611,1264.5,184.27,13.47,13.84,4.97,0.0
20070411:1711,75.3,20.18,4.62,12.89,4.41,0.0
20070411:1811,0.0,0.0,0.0,11.67,4.07,0.0
20070411:1911,0.0,0.0,0.0,10.45,4.34,0.0
20070411:2011,0.0,0.0,0.0,9.8,4.14,0.0
20070411:2111,0.0,0.0,0.0,9.16,3.86,0.0
20070411:2211,0.0,0.0,0.0,8.44,3.38,0.0
20070411:2311,0.0,0.0,0.0,7.75,2.97,0.0
20070412:0011,0.0,0.0,0.0,6.95,2.62,0.0
20070412:0111,0.0,0.0,0.0,6.3,2.48,0.0
20070412:0211,0.0,0.0,0.0,5.66,2.34,0.0
20070412:0311,0.0,0.0,0.0,5.07,2.21,0.0
20070412:0411,0.0,0.0,0.0,4.53,2.14,0.0
20070412:0511,506.6,92.88,9.14,4.38,1.79,0.0
20070412:0611,2386.9,302.36,17.97,6.26,1.59,0.0
20070412:0711,4460.3,534.57,26.46,8.37,1.72,0.0
20070412:0811,6038.5,734.36,34.08,9.97,1.59,0.0
20070412:0911,7125.2,885.62,40.2,11.45,1.72,0.0
20070412:1011,7770.1,984.39,44.01,12.68,1.72,0.0
20070412:1111,7757.6,990.04,44.83,13.65,1.66,0.0
20070412:1211,7399.7,942.15,42.5,14.36,1.59,0.0
20070412:1311,6462.7,811.93,37.48,14.79,1.52,0.0
20070412:1411,5108.6,632.22,30.54,14.96,1.59,0.0
20070412:1511,3321.1,416.27,22.43,14.79,1.79,0.0
20070412:1611,1327.1,195.53,13.72,14.18,2.0,0.0
20070412:1711,70.4,19.85,4.87,12.82,2.07,0.0
20070412:1811,0.0,0.0,0.0,10.73,2.34,0.0
20070412:1911,0.0,0.0,0.0,9.32,2.28,0.0
20070412:2011,0.0,0.0,0.0,8.12,2.14,0.0
20070412:2111,0.0,0.0,0.0,7.15,2.07,0.0
20070412:2211,0.0,0.0,0.0,6.37,2.14,0.0
20070412:2311,0.0,0.0,0.0,5.91,2.28,0.0
20070413:0011,0.0,0.0,0.0,5.59,2.41,0.0
20070413:0111,0.0,0.0,0.0,5.24,2.55,0.0
20070413:0211,0.0,0.0,0.0,4.96,2.62,0.0
20070413:0311,0.0,0.0,0.0,4.67,2.62,0.0
20070413:0411,0.0,0.0,0.0,4.36,2.62,0.0
20070413:0511,532.0,95.92,9.47,4.58,2.41,0.0
20070413:0611,2403.4,303.06,18.31,6.44,2.14,0.0
20070413:0711,4468.0,534.65,26.8,9.21,2.34,0.0
20070413:0811,6045.0,733.67,34.44,11.47,2.34,0.0
20070413:0911,6943.7,863.68,40.56,13.45,2.21,0.0
20070413:1011,7704.6,981.36,44.38,15.01,2.07,0.0
20070413:1111,7629.9,985.68,45.19,15.94,1.59,0.0
20070413:1211,7214.2,930.83,42.84,16.52,1.38,0.0
20070413:1311,6306.5,802.56,37.78,16.9,1.31,0.0
20070413:1411,4930.5,616.8,30.82,17.01,1.45,0.0
20070413:1511,3260.5,413.26,22.69,16.89,1.59,0.0
20070413:1611,1294.8,191.26,13.97,16.37,1.66,0.0
20070413:1711,68.9,20.21,5.13,14.98,2.0,0.0
20070413:1811,0.0,0.0,0.0,12.81,2.48,0.0
20070413:1911,0.0,0.0,0.0,11.43,2.34,0.0
20070413:2011,0.0,0.0,0.0,10.01,2.55,0.0
20070413:2111,0.0,0.0,0.0,8.83,2.48,0.0
20070413:2211,0.0,0.0,0.0,7.79,2.34,0.0
20070413:2311,0.0,0.0,0.0,6.81,2.21,0.0
20070414:0011,0.0,0.0,0.0,5.92,2.21,0.0
20070414:0111,0.0,0.0,0.0,5.12,2.07,0.0
20070414:0211,0.0,0.0,0.0,4.44,2.0,0.0
20070414:0311,0.0,0.0,0.0,3.86,1.93,0.0
20070414:0411,0.0,0.0,0.0,3.32,1.93,0.0
20070414:0511,563.8,99.17,9.8,3.74,1.59,0.0
20070414:0611,2431.5,309.24,18.64,7.19,0.83,0.0
20070414:0711,4377.9,539.06,27.13,11.59,0.62,0.0
20070414:0811,5876.8,737.88,34.79,14.32,0.9,0.0
20070414:0911,6989.5,892.45,40.92,15.82,1.45,0.0
20070414:1011,7554.4,977.14,44.75,16.75,1.66,0.0
20070414:1111,7630.5,995.43,45.55,17.4,1.52,0.0
20070414:1211,7248.0,940.4,43.17,17.92,1.52,0.0
20070414:1311,6369.9,810.68,38.08,18.25,1.79,0.0
20070414:1411,5097.5,636.69,31.09,18.32,2.28,0.0
20070414:1511,3327.5,421.16,22.94,18.04,2.62,0.0
20070414:1611,1339.6,198.95,14.22,17.32,2.41,0.0
20070414:1711,74.3,21.53,5.38,15.69,2.34,0.0
20070414:1811,0.0,0.0,0.0,13.53,2.69,0.0
20070414:1911,0.0,0.0,0.0,12.19,2.97,0.0
20070414:2011,0.0,0.0,0.0,11.04,2.97,0.0
20070414:2111,0.0,0.0,0.0,9.99,2.83,0.0
20070414:2211,0.0,0.0,0.0,9.02,2.62,0.0
20070414:2311,0.0,0.0,0.0,8.06,2.28,0.0
20070415:0011,0.0,0.0,0.0,7.0,2.0,0.0
20070415:0111,0.0,0.0,0.0,5.89,1.86,0.0
20070415:0211,0.0,0.0,0.0,4.92,1.86,0.0
20070415:0311,0.0,0.0,0.0,4.24,2.0,0.0
20070415:0411,0.0,0.0,0.0,3.83,2.14,0.0
20070415:0511,590.9,106.74,10.13,4.32,1.93,0.0
20070415:0611,2355.5,297.01,18.96,7.29,1.79,0.0
20070415:0711,3646.1,438.25,27.47,9.68,2.0,0.0
20070415:0811,3258.1,395.04,35.13,11.64,2.07,0.0
20070415:0911,6589.5,816.18,41.28,13.37,2.21,0.0
20070415:1011,7698.2,972.8,45.11,14.83,2.48,0.0
20070415:1111,7809.9,991.05,45.91,16.01,2.76,0.0
20070415:1211,7463.0,943.15,43.5,16.8,2.9,0.0
20070415:1311,6585.3,824.03,38.38,17.29,2.83,0.0
20070415:1411,5191.2,643.23,31.36,17.43,2.69,0.0
20070415:1511,3387.1,427.16,23.2,17.27,2.55,0.0
20070415:1611,1389.7,206.29,14.47,16.73,2.14,0.0
20070415:1711,73.7,21.92,5.63,15.38,2.07,0.0
20070415:1811,0.0,0.0,0.0,13.43,2.41,0.0
20070415:1911,0.0,0.0,0.0,12.36,2.48,0.0
20070415:2011,0.0,0.0,0.0,11.11,2.62,0.0
20070415:2111,0.0,0.0,0.0,10.16,2.76,0.0
20070415:2211,0.0,0.0,0.0,9.37,2.69,0.0
20070415:2311,0.0,0.0,0.0,8.68,2.69,0.0
20070416:0011,0.0,0.0,0.0,8.06,2.62,0.0
20070416:0111,0.0,0.0,0.0,7.48,2.55,0.0
20070416:0211,0.0,0.0,0.0,6.94,2.41,0.0
20070416:0311,0.0,0.0,0.0,6.45,2.34,0.0
20070416:0411,0.0,0.0,0.0,6.02,2.34,0.0
20070416:0511,614.3,110.95,10.45,6.43,2.14,0.0
20070416:0611,2539.0,322.49,19.29,9.01,1.93,0.0
20070416:0711,4532.3,551.2,27.8,12.31,2.14,0.0
20070416:0811,6082.2,750.17,35.47,14.55,2.34,0.0
20070416:0911,7143.6,899.51,41.64,16.23,2.55,0.0
20070416:1011,7796.3,996.19,45.47,17.44,2.76,0.0
20070416:1111,7787.8,1000.73,46.26,18.36,2.76,0.0
20070416:1211,7426.0,951.29,43.83,19.04,2.76,0.0
20070416:1311,6500.4,821.53,38.68,19.48,2.9,0.0
20070416:1411,5134.2,641.38,31.64,19.61,2.97,0.0
20070416:1511,3355.0,426.21,23.45,19.41,3.03,0.0
20070416:1611,1386.3,206.43,14.72,18.68,2.55,0.0
20070416:1711,103.4,27.51,5.88,17.05,2.62,0.0
20070416:1811,0.0,0.0,0.0,15.0,3.03,0.0
20070416:1911,0.0,0.0,0.0,14.34,3.03,0.0
20070416:2011,0.0,0.0,0.0,13.34,3.24,0.0
20070416:2111,0.0,0.0,0.0,12.52,3.31,0.0
20070416:2211,0.0,0.0,0.0,11.83,3.31,0.0
20070416:2311,0.0,0.0,0.0,11.24,3.24,0.0
20070417:0011,0.0,0.0,0.0,10.73,3.24,0.0
20070417:0111,0.0,0.0,0.0,10.31,3.31,0.0
20070417:0211,0.0,0.0,0.0,9.95,3.24,0.0
20070417:0311,0.0,0.0,0.0,9.56,3.17,0.0
20070417:0411,0.0,0.0,0.0,9.13,2.97,0.0
20070417:0511,633.5,109.2,10.77,9.35,2.83,0.0
20070417:0611,2317.2,295.31,19.61,11.13,2.41,0.0
20070417:0711,4295.4,521.88,28.13,13.45,2.9,0.0
20070417:0811,5802.2,711.86,35.81,15.2,2.97,0.0
20070417:0911,7026.5,876.98,41.99,16.46,3.24,0.0
20070417:1011,7615.1,957.69,45.83,17.12,3.66,0.0
20070417:1111,7807.6,981.44,46.61,17.15,3.93,0.0
20070417:1211,6900.7,856.07,44.15,16.9,4.07,0.0
20070417:1311,5817.5,709.41,38.97,16.29,4.55,0.0
20070417:1411,3551.6,430.73,31.9,15.13,4.83,0.0
20070417:1511,862.9,118.56,23.71,13.64,4.69,0.0
20070417:1611,203.4,37.84,14.96,12.05,4.69,0.0
20070417:1711,64.9,17.97,6.13,10.62,4.21,0.0
20070417:1811,0.0,0.0,0.0,9.69,3.86,0.0
20070417:1911,0.0,0.0,0.0,9.3,3.72,0.0
20070417:2011,0.0,0.0,0.0,9.04,3.38,0.0
20070417:2111,0.0,0.0,0.0,8.51,3.1,0.0
20070417:2211,0.0,0.0,0.0,7.96,3.31,0.0
20070417:2311,0.0,0.0,0.0,7.4,3.59,0.0
20070418:0011,0.0,0.0,0.0,7.0,3.72,0.0
20070418:0111,0.0,0.0,0.0,6.37,3.79,0.0
20070418:0211,0.0,0.0,0.0,5.9,3.93,0.0
20070418:0311,0.0,0.0,0.0,5.35,4.21,0.0
20070418:0411,0.0,0.0,0.0,4.98,4.62,0.0
20070418:0511,675.7,119.59,11.09,5.07,5.1,0.0
20070418:0611,1965.4,242.18,19.93,5.56,5.72,0.0
20070418:0711,2382.0,283.5,28.45,6.22,5.31,0.0
20070418:0811,3496.8,408.12,36.15,7.15,5.86,0.0
20070418:0911,2280.3,273.94,42.34,7.59,6.14,0.0
20070418:1011,2141.5,259.45,46.18,8.34,6.28,0.0
20070418:1111,5208.8,607.78,46.95,8.78,6.55,0.0
20070418:1211,1818.3,223.76,44.47,8.95,6.76,0.0
20070418:1311,881.2,118.25,39.26,9.07,6.9,0.0
20070418:1411,522.1,76.62,32.17,9.05,7.31,0.0
20070418:1511,1064.9,139.05,23.96,9.0,7.52,0.0
20070418:1611,1342.8,184.54,15.21,8.72,7.31,0.0
20070418:1711,134.9,31.89,6.38,8.22,5.93,0.0
20070418:1811,0.0,0.0,0.0,7.43,5.1,0.0
20070418:1911,0.0,0.0,0.0,6.69,4.34,0.0
20070418:2011,0.0,0.0,0.0,6.15,3.93,0.0
20070418:2111,0.0,0.0,0.0,5.64,3.59,0.0
20070418:2211,0.0,0.0,0.0,5.16,3.45,0.0
20070418:2311,0.0,0.0,0.0,4.77,3.31,0.0
20070419:0011,0.0,0.0,0.0,4.58,3.38,0.0
20070419:0111,0.0,0.0,0.0,4.65,3.45,0.0
20070419:0211,0.0,0.0,0.0,4.51,3.38,0.0
20070419:0311,0.0,0.0,0.0,4.1,3.17,0.0
20070419:0411,0.0,2.72,2.67,3.75,3.17,0.0
20070419:0511,693.2,107.7,11.4,4.18,3.31,0.0
20070419:0611,2305.1,282.98,20.24,5.05,3.93,0.0
20070419:0711,4108.3,476.25,28.77,6.14,5.59,0.0
20070419:0811,3300.0,386.01,36.48,7.06,5.93,0.0
20070419:0911,3213.4,378.06,42.68,7.82,6.28,0.0
20070419:1011,2427.4,291.5,46.54,8.55,6.62,0.0
20070419:1111,3416.5,403.24,47.3,9.49,7.45,0.0
20070419:1211,3707.1,436.9,44.79,10.38,7.93,0.0
20070419:1311,3949.1,465.36,39.55,11.43,8.21,0.0
20070419:1411,2872.0,344.5,32.44,12.19,8.14,0.0
20070419:1511,466.3,70.95,24.21,12.42,6.83,0.0
20070419:1611,64.3,17.97,15.45,12.12,6.55,0.0
20070419:1711,101.9,23.65,6.62,11.25,6.83,0.0
20070419:1811,0.0,0.0,0.0,9.79,6.62,0.0
20070419:1911,0.0,0.0,0.0,9.29,6.69,0.0
20070419:2011,0.0,0.0,0.0,8.39,7.66,0.0
20070419:2111,0.0,0.0,0.0,6.88,7.52,0.0
20070419:2211,0.0,0.0,0.0,5.95,7.31,0.0
20070419:2311,0.0,0.0,0.0,5.09,6.97,0.0
20070420:0011,0.0,0.0,0.0,4.3,7.1,0.0
20070420:0111,0.0,0.0,0.0,3.72,6.9,0.0
20070420:0211,0.0,0.0,0.0,3.33,6.62,0.0
20070420:0311,0.0,0.0,0.0,3.16,6.34,0.0
20070420:0411,35.0,12.67,2.98,2.85,6.0,0.0
20070420:0511,747.4,118.94,11.71,3.14,6.0,0.0
20070420:0611,2163.7,262.4,20.55,3.95,7.59,0.0
20070420:0711,4678.0,533.62,29.09,4.79,8.0,0.0
20070420:0811,4183.8,479.07,36.81,5.46,7.79,0.0
20070420:0911,5287.0,605.36,43.03,6.02,7.79,0.0
20070420:1011,3892.7,450.33,46.89,6.52,8.0,0.0
20070420:1111,4878.3,562.05,47.64,7.07,8.28,0.0
20070420:1211,3653.6,424.27,45.11,7.05,8.28,0.0
20070420:1311,4055.3,467.78,39.84,7.03,8.55,0.0
20070420:1411,2366.1,281.04,32.7,6.8,8.34,0.0
20070420:1511,1542.9,190.99,24.45,6.8,8.41,0.0
20070420:1611,1162.2,155.29,15.69,6.34,7.17,0.0
20070420:1711,191.7,38.87,6.87,5.83,6.07,0.0
20070420:1811,0.0,0.0,0.0,5.19,5.17,0.0
20070420:1911,0.0,0.0,0.0,4.46,4.83,0.0
20070420:2011,0.0,0.0,0.0,3.94,4.55,0.0
20070420:2111,0.0,0.0,0.0,3.55,4.21,0.0
20070420:2211,0.0,0.0,0.0,3.06,4.0,0.0
20070420:2311,0.0,0.0,0.0,2.56,3.79,0.0
20070421:0011,0.0,0.0,0.0,2.19,3.59,0.0
20070421:0111,0.0,0.0,0.0,1.88,3.38,0.0
20070421:0211,0.0,0.0,0.0,1.55,3.17,0.0
20070421:0311,0.0,0.0,0.0,1.22,2.97,0.0
20070421:0411,46.3,14.48,3.29,0.92,2.9,0.0
20070421:0511,770.9,131.02,12.01,1.67,2.83,0.0
20070421:0611,2808.2,343.29,20.85,3.75,2.97,0.0
20070421:0711,4554.6,529.61,29.4,5.57,3.93,0.0
20070421:0811,5639.3,655.56,37.14,6.76,4.62,0.0
20070421:0911,4758.1,554.77,43.36,7.61,5.17,0.0
20070421:1011,3994.1,468.74,47.23,8.14,5.24,0.0
20070421:1111,6906.6,815.97,47.97,8.41,5.03,0.0
20070421:1211,8024.7,955.62,45.42,8.62,4.97,0.0
20070421:1311,7050.5,831.7,40.12,8.71,4.9,0.0
20070421:1411,5565.9,652.25,32.96,8.5,4.55,0.0
20070421:1511,3687.6,440.93,24.7,8.16,4.21,0.0
20070421:1611,1570.4,219.13,15.93,7.71,3.66,0.0
20070421:1711,152.0,35.97,7.11,6.99,2.55,0.0
20070421:1811,0.0,0.0,0.0,5.67,1.93,0.0
20070421:1911,0.0,0.0,0.0,4.2,1.79,0.0
20070421:2011,0.0,0.0,0.0,2.65,1.45,0.0
20070421:2111,0.0,0.0,0.0,2.97,1.03,0.0
20070421:2211,0.0,0.0,0.0,2.67,0.97,0.0
20070421:2311,0.0,0.0,0.0,1.1,1.31,0.0
20070422:0011,0.0,0.0,0.0,0.07,1.52,0.0
20070422:0111,0.0,0.0,0.0,-0.71,1.66,0.0
20070422:0211,0.0,0.0,0.0,-1.01,1.72,0.0
20070422:0311,0.0,0.0,0.0,-1.15,1.66,0.0
20070422:0411,58.5,16.29,3.59,-1.39,1.72,0.0
20070422:0511,813.9,129.6,12.31,0.0,1.45,0.0
20070422:0611,2797.4,344.46,21.16,3.69,1.17,0.0
20070422:0711,4783.9,566.97,29.71,5.86,1.59,0.0
20070422:0811,6338.5,761.29,37.46,7.51,1.86,0.0
20070422:0911,6902.5,843.8,43.7,8.81,1.79,0.0
20070422:1011,7610.6,948.29,47.57,9.87,1.72,0.0
20070422:1111,8047.3,1013.4,48.31,10.75,1.79,0.0
20070422:1211,7658.7,957.17,45.73,11.51,2.0,0.0
20070422:1311,6768.8,833.34,40.41,11.93,2.14,0.0
20070422:1411,5278.1,640.46,33.22,12.09,2.21,0.0
20070422:1511,3439.2,422.87,24.94,11.96,2.21,0.0
20070422:1611,1529.7,216.94,16.17,11.69,2.0,0.0
20070422:1711,238.3,44.96,7.35,10.84,1.86,0.0
20070422:1811,0.0,0.0,0.0,9.46,2.28,0.0
20070422:1911,0.0,0.0,0.0,9.23,2.41,0.0
20070422:2011,0.0,0.0,0.0,8.4,2.69,0.0
20070422:2111,0.0,0.0,0.0,7.94,2.76,0.0
20070422:2211,0.0,0.0,0.0,7.24,2.9,0.0
20070422:2311,0.0,0.0,0.0,6.83,2.97,0.0
20070423:0011,0.0,0.0,0.0,6.49,3.03,0.0
20070423:0111,0.0,0.0,0.0,6.33,3.1,0.0
20070423:0211,0.0,0.0,0.0,6.1,3.1,0.0
20070423:0311,0.0,0.0,0.0,5.97,3.1,0.0
20070423:0411,67.5,18.1,3.9,5.85,3.03,0.0
20070423:0511,817.5,136.29,12.61,6.16,3.03,0.0
20070423:0611,2814.9,349.04,21.45,7.31,2.76,0.0
20070423:0711,4796.4,571.45,30.01,9.57,3.03,0.0
20070423:0811,6266.0,758.39,37.77,11.9,3.03,0.0
20070423:0911,7371.8,913.37,44.03,13.95,3.1,0.0
20070423:1011,7928.0,999.65,47.91,15.67,3.17,0.0
20070423:1111,7877.4,1001.73,48.64,17.07,3.1,0.0
20070423:1211,6684.7,842.37,46.04,18.1,3.03,0.0
20070423:1311,6424.1,806.22,40.68,18.75,3.17,0.0
20070423:1411,1493.1,196.43,33.47,19.03,3.45,0.0
20070423:1511,2803.0,353.86,25.18,18.62,3.79,0.0
20070423:1611,1284.8,180.82,16.41,16.91,3.86,0.0
20070423:1711,7.3,7.57,7.59,14.47,3.45,0.0
20070423:1811,0.0,0.0,0.0,12.44,2.41,0.0
20070423:1911,0.0,0.0,0.0,11.33,2.0,0.0
20070423:2011,0.0,0.0,0.0,10.29,2.0,0.0
20070423:2111,0.0,0.0,0.0,9.63,1.86,0.0
20070423:2211,0.0,0.0,0.0,8.86,1.93,0.0
20070423:2311,0.0,0.0,0.0,8.04,1.86,0.0
20070424:0011,0.0,0.0,0.0,7.59,1.79,0.0
20070424:0111,0.0,0.0,0.0,6.89,2.0,0.0
20070424:0211,0.0,0.0,0.0,6.41,2.0,0.0
20070424:0311,0.0,0.0,0.0,6.28,1.86,0.0
20070424:0411,85.1,20.82,4.19,6.44,1.66,0.0
20070424:0511,435.3,66.66,12.9,7.75,1.17,0.0
20070424:0611,1992.2,252.59,21.75,10.57,1.03,0.0
20070424:0711,1894.1,238.72,30.31,12.56,1.17,0.0
20070424:0811,1969.7,248.95,38.08,14.05,1.59,0.0
20070424:0911,4712.1,580.13,44.36,15.36,2.41,0.0
20070424:1011,5826.8,719.4,48.24,16.09,3.38,0.0
20070424:1111,7739.4,975.15,48.96,16.34,3.38,0.0
20070424:1211,7087.6,884.18,46.34,16.58,3.59,0.0
20070424:1311,6334.4,780.91,40.96,16.33,3.66,0.0
20070424:1411,5246.4,639.88,33.72,15.6,3.59,0.0
20070424:1511,3578.3,444.19,25.42,15.52,3.45,0.0
20070424:1611,1559.0,222.43,16.64,14.82,3.31,0.0
20070424:1711,186.3,42.55,7.83,13.73,2.97,0.0
20070424:1811,0.0,0.0,0.0,12.13,2.48,0.0
20070424:1911,0.0,0.0,0.0,10.74,2.21,0.0
20070424:2011,0.0,0.0,0.0,9.52,2.0,0.0
20070424:2111,0.0,0.0,0.0,8.46,2.0,0.0
20070424:2211,0.0,0.0,0.0,7.62,2.07,0.0
20070424:2311,0.0,0.0,0.0,7.02,2.21,0.0
20070425:0011,0.0,0.0,0.0,6.59,2.28,0.0
20070425:0111,0.0,0.0,0.0,6.27,2.34,0.0
20070425:0211,0.0,0.0,0.0,5.91,2.41,0.0
20070425:0311,0.0,0.0,0.0,5.51,2.34,0.0
20070425:0411,19.6,9.96,4.48,5.17,2.28,0.0
20070425:0511,299.6,49.19,13.19,5.91,2.07,0.0
20070425:0611,335.1,53.92,22.04,7.72,2.34,0.0
20070425:0711,1258.8,162.09,30.61,9.18,2.28,0.0
20070425:0811,1839.6,230.1,38.39,11.3,2.69,0.0
20070425:0911,2945.6,360.37,44.68,13.34,3.24,0.0
20070425:1011,7156.2,889.34,48.58,14.87,3.31,0.0
20070425:1111,7134.6,895.43,49.29,16.23,3.1,0.0
20070425:1211,7158.3,904.87,46.64,17.18,2.83,0.0
20070425:1311,6388.9,803.65,41.23,17.83,2.55,0.0
20070425:1411,5349.6,668.19,33.98,18.11,2.34,0.0
20070425:1511,3487.3,441.08,25.66,18.16,2.34,0.0
20070425:1611,1551.7,225.4,16.87,17.87,2.21,0.0
20070425:1711,204.3,45.48,8.06,16.85,2.34,0.0
20070425:1811,0.0,0.0,0.0,15.0,2.83,0.0
20070425:1911,0.0,0.0,0.0,13.33,2.97,0.0
20070425:2011,0.0,0.0,0.0,12.36,3.1,0.0
20070425:2111,0.0,0.0,0.0,11.63,3.17,0.0
20070425:2211,0.0,0.0,0.0,11.0,3.17,0.0
20070425:2311,0.0,0.0,0.0,10.42,3.03,0.0
20070426:0011,0.0,0.0,0.0,9.85,2.97,0.0
20070426:0111,0.0,0.0,0.0,9.17,2.76,0.0
20070426:0211,0.0,0.0,0.0,8.52,2.62,0.0
20070426:0311,0.0,0.0,0.0,7.85,2.55,0.0
20070426:0411,109.5,24.44,4.77,7.32,2.55,0.0
20070426:0511,888.6,141.41,13.47,8.31,2.34,0.0
20070426:0611,2724.0,342.66,22.32,10.96,2.21,0.0
20070426:0711,4629.0,566.19,30.9,13.79,2.21,0.0
20070426:0811,6165.4,767.98,38.7,15.97,2.28,0.0
20070426:0911,7241.9,921.21,44.99,17.72,2.55,0.0
20070426:1011,7834.3,1006.01,48.9,18.67,2.97,0.0
20070426:1111,7940.3,1021.07,49.61,19.32,3.24,0.0
20070426:1211,7632.5,976.27,46.94,19.79,3.38,0.0
20070426:1311,6648.1,840.08,41.5,20.13,3.38,0.0
20070426:1411,5262.0,657.04,34.22,20.25,3.52,0.0
20070426:1511,3444.4,436.92,25.89,20.13,3.45,0.0
20070426:1611,1532.1,222.74,17.1,19.72,2.83,0.0
20070426:1711,225.6,48.37,8.3,18.64,2.07,0.0
20070426:1811,0.0,0.0,0.0,16.81,2.28,0.0
20070426:1911,0.0,0.0,0.0,15.19,2.55,0.0
20070426:2011,0.0,0.0,0.0,13.87,2.48,0.0
20070426:2111,0.0,0.0,0.0,12.61,2.34,0.0
20070426:2211,0.0,0.0,0.0,11.38,2.28,0.0
20070426:2311,0.0,0.0,0.0,10.36,2.28,0.0
20070427:0011,0.0,0.0,0.0,9.61,2.28,0.0
20070427:0111,0.0,0.0,0.0,8.96,2.21,0.0
20070427:0211,0.0,0.0,0.0,8.36,2.14,0.0
20070427:0311,0.0,0.0,0.0,7.79,2.07,0.0
20070427:0411,128.7,27.15,5.06,7.34,2.0,0.0
20070427:0511,919.3,145.69,13.75,8.65,1.38,0.0
20070427:0611,2755.8,351.97,22.6,12.7,0.97,0.0
20070427:0711,4587.9,576.68,31.19,16.12,0.76,0.0
20070427:0811,5945.1,770.14,38.99,18.53,0.55,0.0
20070427:0911,6878.7,923.04,45.31,20.1,0.34,0.0
20070427:1011,7495.6,1015.34,49.22,20.97,0.76,0.0
20070427:1111,7619.8,1029.16,49.92,21.57,1.1,0.0
20070427:1211,7371.1,984.1,47.23,21.96,1.38,0.0
20070427:1311,6477.7,846.64,41.77,22.17,1.59,0.0
20070427:1411,5208.7,667.51,34.47,22.09,1.79,0.0
20070427:1511,3470.5,447.84,26.13,21.77,1.93,0.0
20070427:1611,1553.9,228.22,17.33,21.09,2.14,0.0
20070427:1711,199.6,46.99,8.53,19.67,2.21,0.0
20070427:1811,0.0,0.0,0.0,17.58,2.41,0.0
20070427:1911,0.0,0.0,0.0,15.85,2.34,0.0
20070427:2011,0.0,0.0,0.0,14.32,2.07,0.0
